Analyzed file:	D:\пешики\00022.MTS
Object's on frame in myPersons:	0
Frame №	498 ----------------------
Object's on frame in myPersons:	0
Frame №	499 ----------------------
Object's on frame in myPersons:	0
Frame №	500 ----------------------
Object's on frame in myPersons:	1
Frame №	501 ----------------------
Object's on frame in myPersons:	1
Frame №	502 ----------------------
Object's on frame in myPersons:	0
Frame №	503 ----------------------
Object's on frame in myPersons:	0
Frame №	504 ----------------------
Object's on frame in myPersons:	0
Frame №	505 ----------------------
Object's on frame in myPersons:	0
Frame №	506 ----------------------
Object's on frame in myPersons:	0
Frame №	507 ----------------------
Object's on frame in myPersons:	0
Frame №	508 ----------------------
Object's on frame in myPersons:	0
Frame №	509 ----------------------
Object's on frame in myPersons:	0
Frame №	510 ----------------------
Object's on frame in myPersons:	0
Frame №	511 ----------------------
Object's on frame in myPersons:	0
Frame №	512 ----------------------
Object's on frame in myPersons:	0
Frame №	513 ----------------------
Object's on frame in myPersons:	0
Frame №	514 ----------------------
Object's on frame in myPersons:	0
Frame №	515 ----------------------
Object's on frame in myPersons:	0
Frame №	516 ----------------------
Object's on frame in myPersons:	0
Frame №	517 ----------------------
Object's on frame in myPersons:	0
Frame №	518 ----------------------
Object's on frame in myPersons:	0
